Topics,Replies,Views,Time
"Section 26 of e-qipSection 26 of e-qip
johnfritz917@yahoo.com, 2020",0,1178,2020
"Questions About SF 86 &amp; Secret ClearanceQuestions About SF 86 &amp; Secret Clearance
Bob, 2020",0,1047,2020
"Status of clearance after adjudication?Status of clearance after adjudication?
Ryan, 2020",1,1237,2020
"SF 86SF 86
torytom22, 2020",2,3010,2020
"Who does the adjudication work?Who does the adjudication work?
xer777, 2020",1,1046,2020
"IRS employment and bankruptcyIRS employment and bankruptcy
need2work, 2020",2,1311,2020
"IRS DebtIRS Debt
shaynabing, 2020",5,1076,2020
"SF-85P and foreclosureSF-85P and foreclosure
imagn, 2020",1,760,2020
"? re: Contact Representative? re: Contact Representative
ConMgt2009, 2020",4,809,2020
"another q-eip ?, reference after mass layoffsanother q-eip ?, reference after mass layoffs
curiousapplicant, 2020",0,515,2020
"eQIP - unemployed/full time student?eQIP - unemployed/full time student?
curiousapplicant, 2020",3,17670,2020
"mental health and secret....investigators please!!mental health and secret....investigators please!!
switchingjobs, 2020-  1 , 2",31,10567,2020
"n/an/a
bsinge50, 2020",8,2048,2020
"German SpouseGerman Spouse
shaynabing, 2020",8,1939,2020
"Juvenile FelonyJuvenile Felony
wyclef32, 2020",1,1120,2020
"OF-306 check questionOF-306 check question
SeekInsight, 2020",0,861,2020
"Any OPM employee here please...I need urgent help!Any OPM employee here please...I need urgent help!
Deux72, 2020",1,1667,2020
"Thank youThank you
Daryl Hensley, 2020",0,497,2020
"Curious about SF-86 questionsCurious about SF-86 questions
Wakahaka, 2020",1,1470,2020
"TSC and FACEBOOK!TSC and FACEBOOK!
itsmecasper, 2020",14,4706,2020
"Youthful Offender StatusYouthful Offender Status
Steven Smith, 2020",3,2996,2020
"new Security Clearancenew Security Clearance
shaynabing, 2020",10,2912,2020
"Jhennessy/BGI---family investigationsJhennessy/BGI---family investigations
willwork4food, 2020",4,1175,2020
"Interim Denied!!Interim Denied!!
Daryl Hensley, 2020",2,1472,2020
"Clearance transfer from goverment contractorClearance transfer from goverment contractor
ycoidi2000, 2020",3,1182,2020
"HELP! IS THERE ANY CHANCE FOR MY CLEARANCEHELP! IS THERE ANY CHANCE FOR MY CLEARANCE
Dee1440, 2020",6,1675,2020
"TS/SCI and marijuana use (over 100 times!)TS/SCI and marijuana use (over 100 times!)
Jody Poole, 2020-  1 , 2",20,11283,2020
"Adjudication? 6+ months?Adjudication? 6+ months?
babble, 2020",2,1415,2020
"n/an/a
bsinge50, 2020",3,636,2020
"foreign contacts on facebookforeign contacts on facebook
africagirl2, 2020",8,8170,2020
"n/an/a
bsinge50, 2020",5,1328,2020
"TS/SSBI and crimes I&#039;ve never been caught for.TS/SSBI and crimes I&#039;ve never been caught for.
Kirk Fields, 2020",11,20435,2020
"Reneging on a job offerReneging on a job offer
xer777, 2020",3,2534,2020
"Parking ticket?Parking ticket?
Applicant, 2020",0,1915,2020
"Removed PostRemoved Post
needworknow, 2020",0,359,2020
"OF306- Investigative Check questionOF306- Investigative Check question
SeekInsight, 2020",0,1435,2020
"Undesirable friends and clearanceUndesirable friends and clearance
bsinge50, 2020",2,979,2020
"What can get a public trust denied?What can get a public trust denied?
ahales, 2020",7,27924,2020
"Sponsoring an Immigrant affecting US clearanceSponsoring an Immigrant affecting US clearance
Nancy, 2020",2,3598,2020
"TS/SCI TimelineTS/SCI Timeline
chris, 2020-  1 , 2",25,8189,2020
"None of my references contacted?None of my references contacted?
Camer&#111;n Moser, 2020",2,1327,2020
"SF-85 NACI QuestionSF-85 NACI Question
dienes, 2020",3,6315,2020
"Unintentionally left a job off SF86 SSBIUnintentionally left a job off SF86 SSBI
Trying to get in, 2020",1,1248,2020
"Newbie here - secret or top secretNewbie here - secret or top secret
Tampaite, 2020",8,1455,2020
"How do background investigators deal with HR?How do background investigators deal with HR?
Tacgnol, 2020",1,872,2020
"PLEASE HELP!!!!!!!!!..background investigatorPLEASE HELP!!!!!!!!!..background investigator
switchingjobs, 2020",1,1188,2020
"Topic:Topic:
RAM, 2020",2,1098,2020
"Alcohol and interim secret?Alcohol and interim secret?
switchingjobs, 2020",1,1219,2020
"Another security clearance question....PLEASE HELPAnother security clearance question....PLEASE HELP
jfhba, 2020",2,1174,2020
"""Resume Work Experience"" versus ""SF86 Work Experience""""Resume Work Experience"" versus ""SF86 Work Experience""
Tuff Murphy, 2019",7,4916,2019
"Background investigator I Need Some adviceBackground investigator I Need Some advice
RAM, 2020",9,2577,2020
"Need Advice - Background investigator pleaseNeed Advice - Background investigator please
JJ363, 2020",8,1922,2020
"Contact Present non-federal boss?Contact Present non-federal boss?
cheesefan, 2020",9,1687,2020
"Need Advice/opinionsNeed Advice/opinions
gman100, 2020",6,1236,2020
"Question about financial records - TS clearanceQuestion about financial records - TS clearance
SCseeker, 2020",4,3804,2020
"Upgrading from a Secret to a TS/SCIUpgrading from a Secret to a TS/SCI
ellere, 2020",2,5020,2020
"DCAA security review questionDCAA security review question
fedexman, 2020",0,840,2020
"SF-86 Federal Employment QuestionSF-86 Federal Employment Question
former-fed, 2020",2,881,2020
"Help... .employment question on sf86...did I goof?Help... .employment question on sf86...did I goof?
Spirited, 2020",2,1387,2020
"SF-86 Financial Records and TSSF-86 Financial Records and TS
Member, 2020",0,1208,2020
"SF-86 Family Contacts QuestionSF-86 Family Contacts Question
former-fed, 2020",9,19591,2020
"------
bluepilot82, 2020",8,2518,2020
"Financial Review for secret clearance..please helpFinancial Review for secret clearance..please help
switchingjobs, 2020",0,810,2020
"NACLC-Background investigator pleaseNACLC-Background investigator please
switchingjobs, 2020",0,1183,2020
"possibility of failing reinvestigation checkpossibility of failing reinvestigation check
jawilo, 2020",0,821,2020
"Have not been contacted by investigator 7+ mos?!Have not been contacted by investigator 7+ mos?!
cplchris, 2020",2,765,2020
"Two questions for the BIsTwo questions for the BIs
Tacgnol, 2020",0,651,2020
"top secret clearance and gambling debttop secret clearance and gambling debt
southerncynic, 2020",0,1921,2020
"Personal Former Employer InterviewPersonal Former Employer Interview
lbooth77, 2020",0,868,2020
"level 5 position background investigationlevel 5 position background investigation
marcus phoenix, 2020",3,4294,2020
"Use of Alcohol SF86Use of Alcohol SF86
flyingclutchman, 2020",3,5041,2020
"e-QIP questione-QIP question
guy1982, 2020",1,1059,2020
"SF-86 Important QuestionSF-86 Important Question
Sir William Duck, 2020",1,847,2020
"SF 86 QuestionSF 86 Question
Member, 2020",1,727,2020
"SF85P and LBISF85P and LBI
lbooth77, 2020",6,1440,2020
"Fed Employee w/SCI filing for BankruptcyFed Employee w/SCI filing for Bankruptcy
Lily22, 2020",1,1747,2020
"How do I FOIA my BIHow do I FOIA my BI
Knight, 2020",2,2572,2020
"Whats next, timeframeWhats next, timeframe
daddyman, 2020",0,659,2020
"DOE Q and Foreign ContactsDOE Q and Foreign Contacts
Tacgnol, 2020",4,2011,2020
"..
marcus phoenix, 2020",7,2062,2020
"SF86 IT Systems / marijuana useSF86 IT Systems / marijuana use
bsinge50, 2020",0,1265,2020
"NASA SF-86NASA SF-86
Sir William Duck, 2020",1,3403,2020
"Question on Security CheckQuestion on Security Check
SeekInsight, 2020",0,712,2020
"Interim Top secret Reference cantactsInterim Top secret Reference cantacts
abdijibar, 2020",4,1449,2020
"Part-Time Jobs(SF-86) Need BackgroundInvestigatorPart-Time Jobs(SF-86) Need BackgroundInvestigator
lancpier, 2020",1,1050,2020
"Clearance before hire?Clearance before hire?
Coolkev, 2020",0,741,2020
"foreign cohabitant + IC offer = ?foreign cohabitant + IC offer = ?
IntelGirl, 2020",5,1401,2020
"Public Trust timelinePublic Trust timeline
needworknow, 2020",1,1028,2020
"When is the credit check pulled?When is the credit check pulled?
kaymonique, 2020",13,15222,2020
"Question on BI proceduresQuestion on BI procedures
needworknow, 2020",0,781,2020
"......
bluepilot82, 2020",5,3301,2020
"Should I be nervous? Still WaitinShould I be nervous? Still Waitin
Will Roush, 2020",9,2783,2020
"SF-86 QuestionsSF-86 Questions
cnirga, 2020",6,5083,2020
"Pending credit concernPending credit concern
Coolkev, 2020",1,811,2020
"DOE Q clearance questionDOE Q clearance question
Tiffany Pa&#111;nessa, 2020",0,801,2020
"Question for a BIQuestion for a BI
Melinda, 2020",3,1255,2020
"TS/SCI Granted / Start postponed indefinitelyTS/SCI Granted / Start postponed indefinitely
BrodyNooch, 2020",0,756,2020
"COE + BI questionsCOE + BI questions
CityKitty, 2020",5,1492,2020
"I need to get a TS/SCI clearanceI need to get a TS/SCI clearance
J&#111;n Brooks, 2020",9,2226,2020
"Credit Report Time LineCredit Report Time Line
termly, 2020",4,1398,2020
"- deleted -- deleted -
Person555, 2020",8,2447,2020
"My BI is a whackjob, what should I do?My BI is a whackjob, what should I do?
cartrouble2k, 2020",13,3533,2020
"Contractor Suitability checkContractor Suitability check
v-twindad, 2020",3,3060,2020
"Question for an experienced BIQuestion for an experienced BI
Daryl Hensley, 2020",7,1546,2020
"TS SSBI QuestionTS SSBI Question
MACadet, 2020",1,1298,2020
"Request for 2nd interviewRequest for 2nd interview
doug mccallum, 2020",5,4505,2020
"How long before I should call?How long before I should call?
nyfaninca, 2020",1,741,2020
"BAD ADVICEBAD ADVICE
the rock99, 2019",11,3235,2019
"WHS timelineWHS timeline
Bewelle, 2020",4,1310,2020
"Deal Killer?Deal Killer?
cheesefan, 2020",1,1154,2020
"what to do? could use some advicewhat to do? could use some advice
Diana Saigo, 2020",1,915,2020
"Security clearance level not specifiedSecurity clearance level not specified
calseeker, 2020",0,807,2020
"What if You Already Have a Security ClearanceWhat if You Already Have a Security Clearance
Andre, 2020",7,5964,2020
"Transferring Security ClearancesTransferring Security Clearances
Andre, 2020",0,669,2020
"sf 85p questionsf 85p question
jamila grooms, 2020",3,1167,2020
"Another Clearance TimelineAnother Clearance Timeline
sse09, 2020",1,941,2020
"SF-85 - Recent College Graduate used pot &lt; 1 yearSF-85 - Recent College Graduate used pot &lt; 1 year
Sevenless, 2020",9,4417,2020
"Starting Working Before Public Trust check ?Starting Working Before Public Trust check ?
SeekInsight, 2020",2,3330,2020
"I have interview with invest. tommoroow need helpI have interview with invest. tommoroow need help
jamila grooms, 2020",16,3150,2020
"Contacting Current EmployerContacting Current Employer
BigBrother09, 2020",3,1196,2020
"Just turned in SF-86Just turned in SF-86
PsychoFan, 2020",4,2796,2020
"Does it Make a Difference who issues a Clearance?Does it Make a Difference who issues a Clearance?
Andre, 2020",0,608,2020
"CIA Polygraph?CIA Polygraph?
timfromdc, 2020",1,1487,2020
"SF86/Taxes questionSF86/Taxes question
Applicant, 2020",1,1761,2020
"Question about various levels of TS ClearanceQuestion about various levels of TS Clearance
WaWeeJah, 2020",1,1167,2020
"Fired from a jobFired from a job
Daryl Hensley, 2020",5,1556,2020
"Can I get clearance?-BackGrdinvestigatorCan I get clearance?-BackGrdinvestigator
SeekInsight, 2020",0,1648,2020
"Can I get a TS clearance with a foriegn wifeCan I get a TS clearance with a foriegn wife
dirkmcgirk, 2020",1,858,2020
"Already have a TS Clearance & New Job Conducting Another BIAlready have a TS Clearance & New Job Conducting Another BI
James K, 2020",12,2671,2020
"why no news is good news?why no news is good news?
fedapp, 2020",1,2270,2020
"How long for a TS clearance - college soph.How long for a TS clearance - college soph.
nyfaninca, 2020",14,6015,2020
"Argh, have to resubmit formsArgh, have to resubmit forms
dethl, 2020",0,614,2020
"medical historymedical history
garmischman, 2020",0,862,2020
"Taking bets for my adjudication date!Taking bets for my adjudication date!
cartrouble2k, 2020",11,3882,2020
"secret to TS/SCIsecret to TS/SCI
ellere, 2020",3,2037,2020
"BI Bewilderment (long vent)BI Bewilderment (long vent)
HRAnalyst, 2020",5,2190,2020
"Public Trust InfoPublic Trust Info
SecurityInfo, 2020",1,924,2020
"FBI hiring statisticsFBI hiring statistics
tortmegood, 2020",1,2777,2020
"Very Bad CreditVery Bad Credit
RH, 2020",1,18193,2020
"RemovedRemoved
needworknow, 2020",2,1362,2020
"Where do you find what type of clearance is requirWhere do you find what type of clearance is requir
ahales, 2020",2,718,2020
"Old criminal recordsOld criminal records
steve, 2020",2,1126,2020
"Critical-Sensitive OPM ProcessCritical-Sensitive OPM Process
DrSteve, 2020",4,3008,2020
"What does it mean to be adjudicated?What does it mean to be adjudicated?
gtr, 2020",4,2677,2020
"Travel during Clearance ProcessTravel during Clearance Process
termly, 2020",2,856,2020
"Are clearance denials done promptly?Are clearance denials done promptly?
missilecommand, 2020",0,1122,2020
"Security BI QuestionSecurity BI Question
needhelpn10, 2020",12,3180,2020
"Looking for contact number for ICE Personnel SecurityLooking for contact number for ICE Personnel Security
Eternal-Itch, 2020",10,3171,2020
"Secret Clearance &amp; BankruptcySecret Clearance &amp; Bankruptcy
melendew, 2020",0,1326,2020
"DCMA Secret Clearance TimeframeDCMA Secret Clearance Timeframe
sanman20, 2020",15,7187,2020
"Transfer of Clearance?Transfer of Clearance?
Catrin, 2020",1,776,2020
"TS/SCI &amp; contact with/merrying Chinese NationalTS/SCI &amp; contact with/merrying Chinese National
D G, 2020",1,1251,2020
"Public TrustPublic Trust
webdesigner, 2020",3,1698,2020
"Security Clearance (For BackGdInvestigator)Security Clearance (For BackGdInvestigator)
itsjustme, 2020",3,1458,2020
"DoE Screening - Help, Bckgd Investigator/PERSECDoE Screening - Help, Bckgd Investigator/PERSEC
CuriousJK, 2020",1,1295,2020
"Bankruptcy and Public TrustBankruptcy and Public Trust
Nullifier, 2020",0,1148,2020
"SF-86 questionSF-86 question
argus5, 2020",0,1545,2020
"Past residencesPast residences
WonkWonk, 2020",2,2035,2020
"Clearance Eligibility After Revocation - ???Clearance Eligibility After Revocation - ???
Fed2Contractor, 2020",0,755,2020
"Recruiter omitted info on SF-86Recruiter omitted info on SF-86
yakbutter, 2020",2,5099,2020
"contact for clearancecontact for clearance
argus5, 2020",2,995,2020
"For BackgdInvestigatorFor BackgdInvestigator
sanman20, 2020",0,966,2020
"Question for someone that knows about employment suitability (FAA)Question for someone that knows about employment suitability (FAA)
Dan, 2020",4,2265,2020
"Security Clearance / Short saleSecurity Clearance / Short sale
Bill, 2020",0,885,2020
"Stupid Question here...Stupid Question here...
fastcar734, 2020",9,2036,2020
"Need Help/AdviceNeed Help/Advice
MacD&#111;nald, 2020",2,765,2020
"Bad EmployersBad Employers
curiousapplicant, 2020",0,1066,2020
"Something happened...Something happened...
Bewelle, 2020",4,1547,2020
"Public Trust Questions and Possible RejectionPublic Trust Questions and Possible Rejection
angelhaswings, 2020",2,1598,2020
"Question for Background Investigator. Please help.Question for Background Investigator. Please help.
AmberLynn, 2020",3,3203,2020
